Cycle#,Sensor_11,Sensor_9,Sensor_12,Sensor_4
189,47.89,9064.61,521.26,1418.05
190,47.64,9062.61,520.29,1416.25
191,47.8,9072.36,520.66,1420.17
192,47.87,9063.84,520.06,1417.58
193,48.1,9072.95,520.21,1418.62
194,47.93,9067.53,520.44,1420.46
195,47.72,9063.72,520.91,1413.66
196,47.88,9063.5,520.7,1422.88
197,47.99,9066.44,520.28,1411.02
198,47.9,9062.13,521.2,1421.81
199,48.06,9066.65,520.81,1418.58
200,47.86,9067.13,520.99,1422.65
201,47.92,9065.01,520.29,1417.28
202,47.84,9071.69,520.29,1415.63
203,47.76,9071.4,520.46,1421.12
204,48.15,9067.04,519.72,1433.21
205,47.72,9075.76,520.23,1425.26
206,47.92,9062.43,520.33,1411.04
207,47.99,9071.75,520.53,1424.85
208,48.09,9067.88,520.71,1426.51
209,47.89,9064.77,520.43,1420.31
210,47.96,9071.39,519.74,1420.29
211,48.13,9068.59,520.24,1420.74
212,48.02,9071.16,520.01,1420.51
213,48.04,9067.78,520.45,1426.23
214,47.96,9071.33,519.91,1423.82
215,47.95,9069.39,520.48,1427.83
216,48.01,9067.06,520.13,1426.99
217,48.0,9061.66,520.34,1419.65
218,47.95,9063.1,519.41,1426.75
219,47.94,9067.7,520.04,1424.92
220,47.99,9077.09,519.72,1426.76
221,48.05,9073.09,519.29,1417.47
222,48.13,9070.27,520.07,1425.51
223,48.0,9074.17,520.09,1433.5
224,47.94,9072.11,519.44,1417.01
225,48.09,9076.79,519.92,1420.89
226,48.04,9074.17,520.1,1425.52
227,48.19,9068.48,520.43,1426.9
228,47.99,9073.6,520.05,1423.29
229,48.21,9078.22,520.01,1429.25
230,48.16,9072.49,520.12,1431.45
231,48.41,9075.48,519.74,1429.72
232,48.17,9075.69,519.28,1432.08
233,48.23,9077.16,519.97,1437.23
234,48.15,9070.66,519.73,1430.93
1,47.44,9047.42,521.76,1410.66
2,47.25,9043.88,521.39,1404.54
3,47.43,9048.33,521.26,1408.88
4,47.35,9052.17,521.81,1409.45
5,47.57,9047.48,521.82,1401.46
6,47.46,9048.37,521.7,1401.04
7,47.32,9045.96,521.5,1397.77
8,47.4,9050.91,521.96,1407.8
9,47.38,9049.76,522.04,1402.62
10,47.34,9045.19,521.46,1404.6
11,47.39,9042.53,522.17,1403.51
12,47.52,9037.63,522.01,1398.53
13,47.52,9044.07,522.04,1405.33
14,47.43,9039.23,522.27,1408.25
15,47.54,9046.51,521.56,1400.25
16,47.5,9043.0,521.48,1403.06
17,47.51,9048.32,521.34,1402.04
18,47.5,9043.56,521.43,1404.68
19,47.31,9041.95,521.9,1405.51
20,47.26,9044.17,522.29,1406.4
21,47.41,9050.29,521.69,1402.15
22,47.16,9040.15,521.86,1402.64
23,47.41,9045.41,521.4,1410.76
24,47.4,9042.55,521.74,1409.06
25,47.65,9042.82,521.51,1410.79
26,47.59,9049.68,521.6,1405.47
27,47.34,9049.75,522.11,1401.12
28,47.32,9050.08,521.97,1408.53
29,47.36,9046.99,521.57,1404.01
30,47.32,9043.42,521.89,1406.22
31,47.5,9053.49,521.7,1402.34
32,47.34,9038.3,521.96,1408.92
33,47.35,9051.79,521.57,1408.28
34,47.46,9051.12,521.41,1400.84
35,47.47,9049.13,521.84,1401.12
36,47.45,9048.52,520.98,1401.12
37,47.42,9041.04,521.39,1405.24
38,47.42,9043.52,522.2,1400.66
39,47.46,9052.32,521.63,1405.01
40,47.51,9055.92,521.77,1398.67
41,47.5,9048.62,521.87,1401.58
42,47.42,9045.59,521.56,1400.72
43,47.44,9054.27,521.26,1405.94
44,47.35,9047.38,521.55,1412.08
45,47.57,9049.47,521.53,1404.43
46,47.3,9045.24,521.57,1408.04
47,47.4,9052.15,521.73,1398.94
48,47.12,9046.6,521.8,1401.35
49,47.52,9049.62,521.14,1407.76
50,47.33,9049.75,521.54,1414.56
51,47.46,9044.56,521.13,1399.54
52,47.36,9047.9,521.55,1403.19
53,47.47,9046.33,521.2,1405.1
54,47.32,9048.55,521.78,1406.78
55,47.39,9050.03,522.12,1402.69
56,47.55,9058.2,520.94,1406.29
57,47.48,9050.02,521.54,1404.03
58,47.35,9055.29,521.54,1408.52
59,47.39,9049.83,522.19,1402.77
60,47.42,9053.13,522.2,1401.51
61,47.53,9050.53,522.43,1412.49
62,47.58,9046.72,521.39,1403.58
63,47.41,9049.11,521.71,1406.93
64,47.44,9043.4,521.78,1406.9
65,47.6,9050.94,521.67,1404.3
66,47.54,9051.43,521.7,1404.86
67,47.53,9053.58,521.71,1414.14
68,47.23,9041.37,521.5,1410.93
69,47.4,9041.28,521.73,1396.35
70,47.45,9050.09,521.69,1402.56
71,47.49,9052.09,521.76,1397.76
72,47.39,9052.72,521.57,1406.9
73,47.46,9047.16,521.13,1407.22
74,47.53,9048.56,521.87,1408.69
75,47.54,9049.69,521.15,1406.2
76,47.49,9046.2,521.89,1408.39
77,47.2,9053.52,521.45,1402.87
78,47.45,9055.41,521.97,1406.44
79,47.57,9066.32,521.8,1404.29
80,47.46,9052.17,521.3,1404.07
81,47.67,9049.55,521.87,1409.83
82,47.54,9046.58,521.52,1394.72
83,47.53,9048.98,521.8,1404.66
84,47.46,9053.42,521.27,1403.28
85,47.41,9049.42,521.63,1399.09
86,47.44,9041.5,521.47,1409.81
87,47.65,9047.74,521.36,1401.23
88,47.39,9050.11,521.38,1410.51
89,47.53,9054.26,521.58,1413.44
90,47.48,9054.3,521.08,1403.41
91,47.51,9051.14,521.57,1401.77
92,47.85,9058.28,521.46,1408.45
93,47.66,9060.05,521.4,1412.18
94,47.73,9055.85,521.97,1408.04
95,47.5,9057.47,521.1,1411.64
96,47.69,9047.63,521.84,1409.34
97,47.57,9058.8,521.16,1408.92
98,47.52,9056.02,521.71,1404.76
99,47.49,9055.68,521.66,1401.2
100,47.61,9056.79,521.37,1403.15
101,47.59,9061.86,521.5,1400.46
102,47.59,9055.1,520.77,1403.0
103,47.52,9056.7,522.04,1402.16
104,47.58,9055.34,521.3,1410.58
105,47.56,9052.27,521.5,1400.44
106,47.47,9057.32,521.25,1402.89
107,47.45,9055.71,521.64,1402.92
108,47.51,9054.59,521.17,1408.07
109,47.52,9064.0,521.42,1408.88
110,47.43,9061.32,521.49,1416.41
111,47.5,9060.48,520.9,1413.82
112,47.7,9059.97,521.22,1409.04
113,47.54,9052.91,522.06,1408.96
114,47.51,9059.98,521.46,1412.58
115,47.54,9061.47,521.73,1410.76
116,47.68,9058.23,521.8,1415.6
117,47.52,9056.82,521.34,1410.59
118,47.57,9054.68,521.42,1413.13
119,47.5,9069.18,521.49,1406.26
120,47.51,9063.56,521.34,1410.05
121,47.57,9066.5,520.9,1408.93
122,47.51,9053.33,521.25,1412.1
123,47.75,9060.15,521.47,1415.04
124,47.6,9062.02,520.98,1411.5
125,47.56,9072.67,521.64,1410.76
126,47.59,9070.45,521.7,1408.97
127,47.44,9066.51,521.36,1400.51
128,47.53,9069.36,520.88,1406.46
129,47.58,9075.13,521.52,1407.09
130,47.37,9068.87,520.74,1410.11
131,47.61,9072.6,521.77,1410.27
132,47.48,9061.53,521.7,1408.89
133,47.57,9066.53,521.93,1414.9
134,47.53,9065.4,521.06,1410.79
135,47.51,9068.44,521.4,1404.97
136,47.65,9066.18,521.43,1413.49
137,47.61,9067.74,521.25,1405.87
138,47.44,9070.27,521.26,1406.24
139,47.7,9073.29,521.2,1416.14
140,47.78,9071.64,521.3,1408.66
141,47.71,9073.16,521.08,1408.6
142,47.57,9072.21,521.47,1407.97
143,47.64,9078.92,521.15,1419.94
144,47.71,9072.9,520.67,1414.83
145,47.61,9080.86,521.07,1414.49
146,47.54,9066.02,521.21,1422.79
147,47.88,9081.9,520.75,1417.28
148,47.58,9077.43,521.03,1406.62
149,47.65,9080.58,521.19,1413.36
150,47.71,9076.81,521.32,1412.12
151,47.73,9073.87,521.25,1414.44
152,47.79,9082.77,521.0,1412.12
153,47.76,9082.64,520.69,1418.47
154,47.72,9082.47,520.55,1419.52
155,47.68,9095.98,520.82,1406.5
156,47.61,9086.95,520.53,1411.74
157,47.76,9088.15,521.1,1414.12
158,47.81,9087.09,520.49,1411.02
159,47.7,9088.19,520.54,1417.5
160,47.63,9093.52,521.01,1407.82
161,47.73,9094.77,521.11,1420.38
162,47.7,9092.14,520.88,1415.55
163,47.67,9092.14,520.95,1412.92
164,47.75,9101.89,520.83,1415.87
165,47.7,9099.62,520.86,1419.22
166,47.83,9102.87,520.93,1417.56
167,47.84,9101.3,520.99,1417.03
168,47.74,9102.44,520.6,1416.86
169,47.7,9110.26,520.84,1404.44
170,47.92,9100.01,520.15,1414.34
171,47.72,9111.28,520.61,1416.98
172,47.72,9110.58,520.32,1419.57
173,47.82,9112.71,520.68,1416.02
174,47.81,9106.13,520.7,1413.63
175,47.91,9110.08,520.81,1420.72
176,47.93,9117.62,521.13,1421.95
177,47.98,9119.15,521.02,1415.35
178,47.92,9115.87,520.47,1415.78
179,47.85,9123.59,520.68,1420.57
180,47.9,9124.41,520.18,1425.74
181,47.71,9127.29,520.23,1423.88
182,48.05,9126.2,520.43,1427.49
183,47.72,9128.53,521.04,1421.65
184,47.99,9133.01,520.48,1414.46
185,47.84,9132.55,519.95,1421.54
186,48.02,9140.98,520.19,1424.98
187,48.25,9140.81,519.79,1421.25
188,47.98,9150.4,520.46,1421.99
189,47.97,9147.63,520.52,1428.04
190,47.98,9149.16,520.11,1420.52
191,48.05,9158.26,520.11,1430.71
192,48.09,9162.31,520.77,1424.5
193,48.08,9155.93,519.83,1423.72
194,48.16,9164.82,520.48,1434.26
195,48.04,9161.51,520.26,1432.84
1,47.46,9048.21,521.07,1408.51
2,47.65,9044.01,521.14,1411.44
3,47.49,9056.46,520.81,1410.07
4,47.5,9045.95,521.63,1403.26
5,47.71,9035.89,520.94,1407.96
6,47.41,9044.99,521.27,1413.09
7,47.66,9040.26,520.55,1406.14
8,47.66,9052.11,521.43,1418.91
9,47.65,9040.64,521.58,1409.79
10,47.67,9044.26,521.2,1411.62
11,47.73,9042.47,520.48,1404.46
12,47.59,9039.84,520.83,1413.64
13,47.67,9046.53,521.21,1413.46
14,47.65,9039.32,520.88,1420.34
15,47.46,9045.78,521.0,1414.01
16,47.59,9041.7,521.01,1410.75
17,47.71,9037.92,520.99,1406.81
18,47.6,9042.88,521.5,1409.51
19,47.65,9048.97,521.81,1413.45
20,47.74,9044.9,520.91,1411.39
21,47.68,9044.41,520.71,1409.59
22,47.58,9042.13,520.82,1412.77
23,47.57,9043.14,520.97,1409.68
24,47.47,9047.04,521.56,1409.73
25,47.66,9048.42,520.49,1409.55
26,47.4,9049.9,520.75,1408.98
27,47.66,9052.21,521.39,1410.76
28,47.71,9041.39,521.28,1411.78
29,47.46,9038.83,521.2,1411.5
30,47.66,9037.23,521.41,1412.47
31,47.66,9050.26,521.04,1407.49
32,47.6,9038.48,521.43,1407.23
33,47.53,9042.82,522.0,1409.14
34,47.51,9049.79,520.76,1414.03
35,47.69,9044.0,521.21,1409.98
36,47.52,9047.83,521.11,1412.09
37,47.65,9048.22,520.83,1408.3
38,47.62,9044.73,521.33,1411.74
39,47.51,9046.5,520.9,1413.65
40,47.55,9039.3,520.95,1405.63
41,47.65,9044.16,520.78,1413.05
42,47.71,9042.44,521.21,1416.36
43,47.72,9042.23,520.95,1406.56
44,47.51,9038.02,521.05,1408.15
45,47.5,9045.2,521.14,1417.33
46,47.6,9045.76,521.06,1414.96
47,47.63,9047.78,521.28,1406.87
48,47.7,9043.64,520.89,1419.52
49,47.62,9042.81,521.0,1410.55
50,47.62,9045.97,521.19,1409.53
51,47.68,9051.46,521.31,1401.38
52,47.54,9043.59,521.19,1415.7
53,47.79,9045.18,521.35,1413.85
54,47.58,9041.38,520.81,1417.11
55,47.68,9041.08,521.21,1414.49
56,47.69,9045.19,520.75,1409.47
57,47.47,9050.23,521.04,1413.15
58,47.49,9048.1,520.92,1414.81
59,47.58,9043.74,521.07,1421.03
60,47.64,9045.63,521.05,1410.03
61,47.73,9048.79,521.22,1417.27
62,47.53,9053.08,521.08,1413.4
63,47.44,9055.0,521.7,1409.71
64,47.62,9055.82,520.64,1410.89
65,47.54,9048.68,520.65,1408.87
66,47.67,9048.41,521.51,1411.47
67,47.52,9050.32,521.16,1408.9
68,47.77,9044.99,521.15,1411.26
69,47.65,9043.06,520.89,1416.23
70,47.65,9045.98,521.44,1410.25
71,47.62,9043.98,521.48,1414.45
72,47.65,9044.36,521.16,1408.32
73,47.75,9047.17,521.24,1411.77
74,47.54,9040.94,520.98,1407.23
75,47.63,9038.52,521.37,1406.61
76,47.78,9047.09,521.28,1411.94
77,47.6,9046.76,521.17,1407.99
78,47.78,9048.73,521.18,1410.45
79,47.76,9047.66,521.4,1409.31
80,47.71,9050.06,521.42,1408.99
81,47.72,9047.96,521.11,1414.25
82,47.69,9045.56,521.33,1408.38
83,47.53,9045.6,521.22,1411.57
84,47.58,9040.66,521.27,1415.28
85,47.71,9045.86,521.35,1409.86
86,47.51,9052.88,521.32,1415.2
87,47.66,9042.53,520.81,1410.49
88,47.79,9038.39,521.62,1414.96
89,47.68,9050.24,521.3,1409.46
90,47.65,9049.77,521.34,1413.89
91,47.79,9044.84,520.86,1409.16
92,47.7,9046.06,520.56,1410.75
93,47.65,9040.98,520.68,1414.28
94,47.56,9054.87,520.96,1415.25
95,47.56,9042.78,521.4,1415.65
96,47.58,9052.54,520.9,1409.51
97,47.65,9046.47,521.16,1410.68
98,47.67,9047.8,520.83,1414.03
99,47.55,9046.08,520.78,1408.98
100,47.59,9048.4,520.42,1418.77
101,47.48,9053.33,521.27,1411.58
102,47.67,9040.86,520.53,1406.67
103,47.71,9049.77,520.85,1411.51
104,47.74,9040.22,521.21,1418.87
105,47.74,9047.89,521.26,1416.14
106,47.84,9044.7,520.95,1413.24
107,47.71,9045.95,521.31,1418.78
108,47.6,9048.27,521.27,1414.56
109,47.78,9045.97,521.19,1412.97
110,47.63,9044.36,520.95,1407.26
111,47.72,9053.29,521.25,1409.08
112,47.73,9041.96,520.88,1421.74
113,47.91,9048.13,521.39,1417.75
114,47.72,9040.27,521.2,1416.74
115,47.81,9051.76,520.56,1408.4
116,47.56,9049.59,520.54,1408.89
117,47.73,9050.17,521.13,1411.98
118,47.93,9047.79,520.46,1417.08
119,47.92,9049.38,521.26,1406.82
120,47.75,9051.28,521.56,1414.19
121,47.85,9048.46,521.04,1416.03
122,47.68,9043.47,520.9,1419.99
123,47.63,9048.04,520.85,1419.65
124,47.81,9047.33,520.75,1416.0
125,47.81,9052.28,521.04,1413.34
126,47.81,9048.86,520.56,1411.33
127,47.78,9037.75,520.87,1418.4
128,47.68,9052.09,520.94,1419.7
129,47.68,9046.97,520.99,1418.36
130,47.77,9038.52,520.68,1415.51
131,47.74,9041.86,520.99,1414.33
132,47.63,9049.84,520.92,1412.75
133,47.95,9050.81,520.43,1420.27
134,47.64,9048.46,520.79,1425.04
135,48.05,9055.19,520.82,1411.37
136,47.81,9045.3,521.11,1417.54
137,47.84,9042.93,520.7,1411.5
138,47.69,9048.31,520.52,1416.77
139,47.66,9054.74,520.5,1413.6
140,47.79,9052.32,520.77,1414.93
141,47.76,9052.28,520.95,1415.23
142,47.69,9048.36,520.95,1421.74
143,47.7,9046.76,520.55,1416.52
144,47.76,9052.21,520.66,1411.34
145,47.7,9049.79,520.39,1414.26
146,47.79,9051.97,520.41,1416.43
147,48.03,9044.91,520.97,1412.61
148,47.87,9042.44,520.62,1414.99
149,47.96,9040.59,520.97,1422.33
150,47.95,9047.43,520.78,1418.16
151,47.87,9050.23,520.52,1424.68
152,47.76,9046.02,520.24,1418.85
153,47.8,9048.61,520.63,1417.75
154,47.98,9049.45,520.51,1417.07
155,47.65,9051.84,520.32,1418.57
156,47.85,9049.95,520.64,1424.8
157,47.72,9053.53,520.1,1416.7
158,48.08,9047.53,520.21,1415.83
159,47.75,9053.86,520.28,1424.2
160,47.88,9045.18,520.02,1417.44
161,47.87,9055.23,520.59,1417.81
162,47.92,9048.17,519.95,1426.04
163,47.9,9046.95,520.82,1425.3
164,47.73,9047.22,520.93,1420.97
165,47.87,9047.68,520.75,1419.23
166,47.85,9048.66,520.0,1418.91
167,47.85,9049.08,520.43,1423.88
168,47.85,9047.95,520.45,1414.97
169,47.91,9046.77,520.66,1423.7
170,47.85,9054.18,520.04,1411.31
171,47.97,9051.03,519.85,1417.32
172,47.79,9048.03,520.36,1423.53
173,48.07,9048.53,520.46,1422.33
174,48.0,9052.29,520.54,1424.88
175,48.01,9050.31,520.63,1424.26
176,48.06,9047.16,520.31,1415.27
177,47.83,9047.95,519.99,1415.58
178,48.0,9047.1,520.23,1428.6
179,48.09,9048.69,519.7,1421.18
180,47.99,9059.13,520.11,1427.52
181,47.82,9050.59,520.0,1427.21
182,48.07,9048.26,520.08,1420.17
183,48.01,9056.09,519.58,1423.81
184,48.01,9049.53,520.45,1426.71
185,47.92,9049.48,520.25,1421.4
186,48.14,9053.42,520.07,1421.96
187,47.77,9055.21,519.7,1433.13
188,48.15,9057.19,519.82,1423.97
189,47.96,9049.72,519.44,1424.76
190,47.96,9053.33,519.89,1426.53
191,48.35,9052.63,519.35,1426.73
192,48.15,9052.18,519.76,1423.35
193,48.11,9053.75,519.3,1427.58
194,48.24,9056.58,519.84,1422.67
195,48.2,9054.33,519.54,1433.89
196,48.33,9056.92,519.97,1427.61
197,48.2,9063.17,519.46,1421.58
198,48.09,9053.18,519.63,1426.26
199,48.05,9051.09,519.47,1433.2
200,48.16,9054.59,519.29,1428.65
201,48.18,9053.05,519.61,1427.99
202,48.16,9053.41,519.31,1429.98
1,47.54,9049.85,521.78,1408.8
2,47.47,9055.75,521.45,1413.03
3,47.65,9046.92,521.36,1406.75
4,47.36,9054.05,520.8,1404.01
5,47.47,9049.28,522.02,1407.33
6,47.48,9054.39,521.54,1405.34
7,47.42,9049.23,521.08,1403.7
8,47.54,9051.94,521.88,1406.04
9,47.55,9049.9,521.44,1404.51
10,47.41,9046.85,521.8,1411.38
11,47.41,9059.41,521.48,1408.31
12,47.52,9049.55,521.99,1405.08
13,47.53,9056.87,521.39,1407.89
14,47.44,9053.29,522.03,1408.65
15,47.47,9057.49,521.27,1407.97
16,47.32,9053.96,522.04,1404.77
17,47.53,9049.63,521.69,1404.46
18,47.47,9053.33,521.47,1403.05
19,47.53,9057.03,520.97,1411.0
20,47.51,9047.01,521.26,1413.54
21,47.53,9056.63,521.53,1407.15
22,47.68,9059.88,521.3,1407.82
23,47.5,9050.0,521.54,1405.41
24,47.37,9049.8,522.19,1400.12
25,47.49,9055.37,520.88,1410.4
26,47.58,9049.32,521.65,1402.9
27,47.42,9054.67,522.06,1410.64
28,47.21,9056.24,521.48,1403.37
29,47.53,9053.04,521.53,1399.8
30,47.54,9051.4,521.85,1403.6
31,47.56,9051.22,520.97,1402.64
32,47.49,9047.97,521.71,1402.46
33,47.56,9046.42,520.87,1406.52
34,47.36,9048.46,521.61,1402.55
35,47.33,9050.21,521.51,1411.97
36,47.48,9054.84,521.12,1413.47
37,47.62,9050.62,521.36,1402.02
38,47.46,9046.67,521.76,1403.5
39,47.56,9051.53,521.39,1411.93
40,47.63,9055.63,522.27,1406.82
41,47.68,9056.36,521.2,1406.95
42,47.56,9053.81,521.4,1400.01
43,47.48,9055.68,521.08,1410.08
44,47.55,9048.96,521.18,1418.17
45,47.47,9046.74,521.24,1397.83
46,47.38,9049.11,521.6,1404.84
47,47.42,9053.36,521.52,1412.13
48,47.39,9054.43,521.48,1404.66
49,47.63,9051.45,522.05,1411.45
50,47.68,9049.62,520.94,1403.97
51,47.63,9053.61,521.48,1410.61
52,47.62,9049.63,521.28,1411.35
53,47.39,9048.45,521.37,1409.89
54,47.47,9054.34,521.98,1404.15
55,47.56,9051.46,520.67,1407.32
56,47.52,9054.64,521.35,1413.58
57,47.51,9044.7,521.5,1408.23
58,47.55,9056.05,521.42,1399.05
59,47.47,9050.79,521.58,1406.85
60,47.6,9041.01,521.54,1405.14
61,47.75,9056.08,521.69,1406.06
62,47.57,9050.34,521.55,1412.85
63,47.62,9054.02,521.43,1407.48
64,47.65,9053.17,521.41,1408.61
65,47.44,9049.67,521.46,1405.35
66,47.63,9055.96,521.57,1411.95
67,47.68,9054.48,520.99,1410.85
68,47.65,9057.62,521.75,1410.18
69,47.53,9048.64,521.71,1410.89
70,47.54,9051.3,521.23,1413.8
71,47.58,9046.34,521.2,1414.67
72,47.59,9052.28,521.12,1413.44
73,47.59,9053.86,521.51,1403.9
74,47.54,9053.05,521.27,1416.03
75,47.49,9052.91,521.37,1410.37
76,47.44,9051.22,521.12,1403.58
77,47.77,9052.15,521.1,1411.43
78,47.36,9052.56,521.01,1411.77
79,47.39,9048.58,520.93,1406.23
80,47.44,9047.91,521.09,1408.52
81,47.47,9054.3,521.18,1416.41
82,47.76,9055.91,521.44,1409.87
83,47.55,9056.6,521.2,1414.47
84,47.51,9049.57,521.22,1413.19
85,47.68,9050.16,521.17,1413.87
86,47.42,9058.26,521.5,1410.81
87,47.53,9049.48,521.96,1407.46
88,47.53,9053.56,520.88,1416.37
89,47.59,9051.44,521.55,1417.6
90,47.52,9057.17,520.95,1409.24
91,47.51,9052.04,521.31,1412.63
92,47.58,9049.24,521.15,1414.95
93,47.59,9050.85,521.42,1403.73
94,47.5,9049.15,521.17,1411.65
95,47.8,9054.5,521.44,1414.12
96,47.66,9052.8,521.07,1414.32
97,47.47,9054.56,521.49,1411.17
98,47.71,9053.25,520.9,1411.32
99,47.55,9049.62,521.01,1416.24
100,47.6,9053.52,520.72,1411.17
101,47.65,9051.11,520.67,1411.65
102,47.67,9060.35,520.58,1410.54
103,47.75,9053.35,521.38,1410.13
104,47.67,9045.86,521.02,1412.36
105,47.67,9059.07,521.66,1408.99
106,47.58,9047.79,521.17,1409.59
107,47.65,9054.98,520.91,1402.95
108,47.44,9052.23,521.34,1418.25
109,47.49,9057.6,521.6,1410.86
110,47.62,9051.41,521.14,1410.77
111,47.79,9049.77,520.93,1416.07
112,47.67,9051.29,521.04,1410.86
113,47.74,9055.36,520.61,1409.09
114,47.95,9053.79,520.78,1414.18
115,47.63,9055.15,520.53,1410.73
116,47.61,9049.71,521.25,1414.56
117,47.76,9056.58,520.93,1414.99
118,47.87,9061.19,521.19,1410.78
119,47.49,9056.01,520.79,1414.62
120,47.6,9044.89,520.54,1419.23
121,47.55,9060.11,520.32,1412.41
122,47.64,9049.1,520.97,1422.23
123,47.71,9060.1,520.39,1415.11
124,47.74,9050.4,521.14,1416.52
125,47.76,9056.65,520.99,1414.91
126,47.84,9050.87,520.54,1415.43
127,47.66,9047.1,520.73,1413.07
128,47.75,9051.55,520.59,1416.63
129,47.75,9057.76,520.24,1422.22
130,47.64,9051.39,520.5,1418.62
131,47.9,9058.33,520.5,1418.25
132,47.68,9051.01,520.67,1415.1
133,47.92,9053.03,520.57,1421.33
134,47.72,9054.54,520.64,1413.03
135,47.77,9050.62,520.47,1411.73
136,47.96,9057.7,520.66,1418.41
137,47.87,9058.81,520.49,1412.75
138,47.94,9052.86,521.02,1419.12
139,47.87,9050.79,520.22,1417.59
140,47.9,9060.29,520.93,1410.37
141,47.77,9055.86,520.5,1414.31
142,48.06,9052.9,520.61,1420.17
143,47.79,9053.52,520.04,1419.25
144,47.99,9055.63,520.87,1423.07
145,48.01,9055.5,520.44,1415.71
146,47.97,9058.69,520.36,1421.26
147,47.93,9050.41,520.94,1424.51
148,48.03,9054.02,519.77,1422.95
149,47.95,9045.97,520.36,1422.14
150,48.01,9051.55,520.18,1423.0
151,47.88,9059.81,520.22,1425.55
152,48.07,9060.07,519.93,1420.2
153,47.87,9058.46,520.76,1424.57
154,48.08,9060.39,519.86,1429.64
155,48.12,9052.52,520.5,1423.94
156,47.9,9058.96,520.01,1425.52
157,48.05,9061.3,519.76,1426.83
158,48.15,9061.7,519.91,1425.76
159,48.07,9063.89,520.52,1432.24
160,48.1,9054.66,520.6,1421.6
161,48.12,9064.58,520.14,1422.2
162,48.03,9063.98,519.58,1427.07
163,48.12,9049.13,520.51,1424.4
164,48.12,9058.38,519.48,1426.59
165,48.17,9058.02,520.53,1425.41
166,48.08,9060.28,519.49,1431.62
167,48.02,9057.35,519.22,1431.6
168,48.19,9059.37,519.71,1431.69
1,47.1,9066.64,522.08,1403.12
2,47.17,9059.99,522.26,1394.49
3,47.37,9068.46,522.32,1399.37
4,47.26,9063.2,522.6,1403.17
5,47.35,9059.16,521.71,1398.93
6,47.15,9060.0,522.07,1403.43
7,47.06,9051.18,522.48,1401.82
8,47.25,9070.06,521.91,1403.71
9,47.32,9062.91,522.16,1400.66
10,47.47,9068.35,521.96,1404.16
11,47.33,9064.46,522.34,1398.8
12,47.23,9070.02,522.46,1395.95
13,47.27,9060.8,521.95,1406.37
14,47.26,9065.31,522.18,1396.63
15,47.34,9069.69,522.35,1400.18
16,47.52,9063.71,521.62,1400.99
17,47.41,9071.82,521.76,1403.73
18,47.19,9068.1,522.07,1397.63
19,47.26,9064.97,521.89,1395.7
20,47.13,9065.66,521.69,1398.86
21,47.26,9066.81,522.13,1398.91
22,47.07,9060.34,521.87,1397.73
23,47.25,9063.61,521.77,1397.58
24,47.25,9064.8,522.15,1408.87
25,47.28,9060.62,522.41,1401.12
26,47.56,9064.13,521.77,1400.68
27,47.32,9066.94,521.63,1401.05
28,47.28,9063.63,521.63,1400.39
29,47.18,9066.63,522.52,1397.77
30,47.37,9052.18,522.17,1403.37
31,47.31,9063.78,521.91,1403.23
32,47.29,9063.74,522.17,1407.47
33,47.28,9063.2,522.08,1406.88
34,47.25,9056.15,522.05,1405.23
35,47.37,9061.93,522.26,1401.04
36,47.24,9060.37,521.7,1407.83
37,47.24,9054.24,522.0,1391.9
38,47.36,9062.29,522.18,1403.92
39,47.32,9067.18,522.14,1407.39
40,47.26,9059.43,521.76,1396.83
41,47.37,9064.1,522.25,1407.93
42,47.28,9064.75,522.39,1408.61
43,47.13,9062.2,521.86,1405.49
44,47.11,9069.5,522.09,1402.84
45,47.13,9067.01,522.12,1397.75
46,47.57,9061.18,522.14,1403.61
47,47.29,9056.42,522.24,1404.69
48,47.4,9065.83,521.99,1407.63
49,47.23,9057.89,521.37,1405.48
50,47.25,9064.85,521.52,1400.57
51,47.47,9061.01,522.56,1404.95
52,47.28,9066.67,522.09,1401.6
53,47.41,9064.1,521.84,1402.16
54,47.49,9066.28,521.7,1400.91
55,47.32,9068.77,521.66,1400.03
56,47.29,9061.05,521.75,1405.08
57,47.43,9061.08,521.48,1405.98
58,47.29,9061.72,521.49,1402.37
59,47.44,9067.53,522.35,1402.82
60,47.45,9057.66,521.94,1400.81
61,47.56,9067.82,521.69,1400.3
62,47.21,9063.23,521.82,1404.53
63,47.38,9057.11,521.89,1408.4
64,47.45,9057.35,521.52,1399.33
65,47.28,9062.61,521.69,1405.48
66,47.27,9060.68,521.29,1401.97
67,47.24,9063.73,521.68,1399.31
68,47.35,9061.01,522.0,1401.1
69,47.51,9064.86,521.63,1403.09
70,47.5,9060.35,521.94,1408.91
71,47.53,9067.71,521.72,1404.28
72,47.5,9055.98,522.06,1392.9
73,47.46,9058.6,521.9,1409.77
74,47.44,9062.94,521.22,1412.74
75,47.34,9065.89,522.0,1408.82
76,47.37,9061.65,521.38,1408.74
77,47.43,9065.32,521.44,1406.8
78,47.45,9065.92,521.89,1401.77
79,47.31,9065.63,522.04,1404.53
80,47.4,9065.99,521.37,1406.36
81,47.29,9056.38,521.71,1401.01
82,47.3,9067.19,522.04,1409.12
83,47.49,9052.4,521.78,1413.19
84,47.48,9060.4,522.0,1405.4
85,47.47,9055.59,521.83,1403.32
86,47.47,9061.67,521.38,1405.03
87,47.49,9058.94,521.34,1403.86
